Code, Routine, Start Time, Stop Time, Description
BT17, brushing, 2018-11-01T12:35:52+00:00, 2018-11-01T12:35:53+00:00, Data transfer re: airgapped phone: 1 min, UNFINISHED
BT18, brushing, 2018-11-01T12:35:55+00:00, 2018-11-01T12:35:55+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-11-01T12:35:58+00:00, 2018-11-01T12:39:40+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-11-01T12:39:42+00:00, 2018-11-01T12:51:24+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux),
BT15, brushing, 2018-11-01T12:51:27+00:00, 2018-11-01T12:57:56+00:00, N2 scheduling etc work: 2 min,
BT19A, brushing, 2018-11-01T12:57:57+00:00, 2018-11-01T12:59:39+00:00, About to brush begin dispenser,
BT19B, brushing, 2018-11-01T12:59:43+00:00, 2018-11-01T13:00:03+00:00, Finalize lozenge percent,
BT20, brushing, 2018-11-01T13:00:06+00:00, 2018-11-01T13:03:42+00:00, Brush Teeth,
BT25, brushing, 2018-11-01T13:03:49+00:00, 2018-11-01T13:06:33+00:00, Review list and concept of present concerns (include ref to old concerns),
BT30, brushing, 2018-11-01T13:06:36+00:00, 2018-11-01T13:06:37+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-11-01T13:06:38+00:00, 2018-11-01T13:07:01+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-11-01T13:07:09+00:00, 2018-11-01T13:07:14+00:00, Verify did not lose track of items while brushing,
BT33, brushing, 2018-11-01T13:07:17+00:00, 2018-11-01T13:07:19+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-11-01T13:07:22+00:00, 2018-11-01T13:08:27+00:00, Box put away,
BT60, brushing, 2018-11-01T13:08:31+00:00, 2018-11-01T13:33:52+00:00, Sensory awareness (or Aux),
BT70, brushing, 2018-11-01T13:34:07+00:00, 2018-11-01T13:51:08+00:00, NVC Practice (or Aux),
BT80, brushing, 2018-11-01T13:51:10+00:00, 2018-11-01T13:51:11+00:00, Accomplishment Log, UNFINISHED
BT90, brushing, 2018-11-01T13:51:12+00:00, 2018-11-01T13:51:14+00:00, Task (1 hr), UNFINISHED
BT-5, brushing, 2018-11-01T14:53:47+00:00, 2018-11-01T14:53:48+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-11-01T14:53:50+00:00, 2018-11-01T14:56:01+00:00, Information task: 1 min,
BT10, brushing, 2018-11-01T14:56:03+00:00, 2018-11-01T14:57:21+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT40, brushing, 2018-11-01T14:57:23+00:00, 2018-11-01T14:57:54+00:00, Eye lubricant,
BT17, brushing, 2018-11-01T14:57:55+00:00, 2018-11-01T14:59:41+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-11-01T14:59:43+00:00, 2018-11-01T14:59:43+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-11-01T14:59:45+00:00, 2018-11-01T15:02:44+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-11-01T15:02:50+00:00, 2018-11-01T15:06:49+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux),
BT15, brushing, 2018-11-01T15:06:52+00:00, 2018-11-01T15:09:20+00:00, N2 scheduling etc work: 2 min,
BT19A, brushing, 2018-11-01T15:09:23+00:00, 2018-11-01T15:10:38+00:00, About to brush begin dispenser,
BT19B, brushing, 2018-11-01T15:10:39+00:00, 2018-11-01T15:10:55+00:00, Finalize lozenge percent,
BT20, brushing, 2018-11-01T15:10:57+00:00, 2018-11-01T15:14:35+00:00, Brush Teeth,
BT25, brushing, 2018-11-01T15:14:38+00:00, 2018-11-01T15:16:14+00:00, Review list and concept of present concerns (include ref to old concerns),
BT30, brushing, 2018-11-01T15:16:16+00:00, 2018-11-01T15:16:17+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-11-01T15:16:19+00:00, 2018-11-01T15:16:30+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-11-01T15:16:40+00:00, 2018-11-01T15:16:41+00:00, Verify did not lose track of items while brushing, UNFINISHED
BT33, brushing, 2018-11-01T15:16:47+00:00, 2018-11-01T15:16:48+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-11-01T15:16:49+00:00, 2018-11-01T15:17:24+00:00, Box put away,
BT60, brushing, 2018-11-01T15:17:27+00:00, 2018-11-01T15:17:27+00:00, Sensory awareness (or Aux),
BT70, brushing, 2018-11-01T15:17:28+00:00, 2018-11-01T15:17:29+00:00, NVC Practice (or Aux),
BT80, brushing, 2018-11-01T15:17:30+00:00, 2018-11-01T15:17:32+00:00, Accomplishment Log, UNFINISHED
BT90, brushing, 2018-11-01T15:17:35+00:00, 2018-11-02T20:50:08+00:00, Task (1 hr),
BT-5, brushing, 2018-11-02T20:50:11+00:00, 2018-11-02T20:50:12+00:00, Verify finished last run of routine,
BT-5, brushing, 2018-11-06T16:31:19+00:00, 2018-11-06T16:31:20+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-11-06T16:31:23+00:00, 2018-11-06T16:36:03+00:00, Information task: 1 min,
BT10, brushing, 2018-11-06T16:36:04+00:00, 2018-11-06T16:36:39+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT40, brushing, 2018-11-06T16:36:40+00:00, 2018-11-06T16:37:43+00:00, Eye lubricant,
BT17, brushing, 2018-11-06T16:37:45+00:00, 2018-11-06T16:42:05+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-11-06T16:42:15+00:00, 2018-11-06T16:42:30+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-11-06T16:42:33+00:00, 2018-11-06T16:48:30+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-11-06T16:48:33+00:00, 2018-11-06T17:29:42+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux),
BT15, brushing, 2018-11-06T17:29:44+00:00, 2018-11-06T17:34:12+00:00, N2 scheduling etc work: 2 min,
BT19A, brushing, 2018-11-06T17:34:22+00:00, 2018-11-06T17:34:22+00:00, About to brush begin dispenser, UNFINISHED
BT19B, brushing, 2018-11-06T17:37:16+00:00, 2018-11-06T17:37:37+00:00, Finalize lozenge percent,
BT20, brushing, 2018-11-06T17:37:39+00:00, 2018-11-06T17:41:01+00:00, Brush Teeth,
BT25, brushing, 2018-11-06T17:41:46+00:00, 2018-11-06T17:47:57+00:00, Review list and concept of present concerns (include ref to old concerns),
BT30, brushing, 2018-11-06T17:48:03+00:00, 2018-11-06T17:48:05+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct, UNFINISHED
BT31, brushing, 2018-11-06T17:48:13+00:00, 2018-11-06T17:49:07+00:00, Verify lozenge percent correct, UNFINISHED
BT32, brushing, 2018-11-06T17:49:10+00:00, 2018-11-06T17:49:11+00:00, Verify did not lose track of items while brushing, UNFINISHED
BT33, brushing, 2018-11-06T17:49:13+00:00, 2018-11-06T17:49:14+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-11-06T17:49:16+00:00, 2018-11-06T17:49:58+00:00, Box put away,
BT60, brushing, 2018-11-06T18:06:31+00:00, 2018-11-06T18:06:31+00:00, Sensory awareness (or Aux), UNFINISHED
BT70, brushing, 2018-11-06T18:06:32+00:00, 2018-11-06T18:06:33+00:00, NVC Practice (or Aux), UNFINISHED
BT80, brushing, 2018-11-06T18:06:34+00:00, 2018-11-06T18:06:35+00:00, Accomplishment Log, UNFINISHED
BT90, brushing, 2018-11-06T18:06:36+00:00, 2018-11-06T18:06:37+00:00, Task (1 hr), UNFINISHED
BT-5, brushing, 2018-11-06T18:06:46+00:00, 2018-11-06T18:06:47+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-11-06T18:06:50+00:00, 2018-11-06T18:13:02+00:00, Information task: 1 min,
BT10, brushing, 2018-11-06T18:13:06+00:00, 2018-11-06T18:18:01+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT40, brushing, 2018-11-06T18:18:03+00:00, 2018-11-06T18:18:38+00:00, Eye lubricant,
BT17, brushing, 2018-11-06T18:18:39+00:00, 2018-11-06T18:19:53+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-11-06T18:19:55+00:00, 2018-11-06T18:19:57+00:00, Have started current routine or no current routine, UNFINISHED
BT19, brushing, 2018-11-06T18:19:58+00:00, 2018-11-06T18:27:21+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-11-06T18:27:57+00:00, 2018-11-06T18:34:26+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux),
BT15, brushing, 2018-11-06T18:34:28+00:00, 2018-11-06T18:38:07+00:00, N2 scheduling etc work: 2 min,
BT19A, brushing, 2018-11-06T18:38:12+00:00, 2018-11-06T18:57:19+00:00, About to brush begin dispenser,
BT19B, brushing, 2018-11-06T18:57:21+00:00, 2018-11-06T18:57:29+00:00, Finalize lozenge percent,
BT20, brushing, 2018-11-06T18:57:30+00:00, 2018-11-06T19:00:41+00:00, Brush Teeth,
BT25, brushing, 2018-11-06T19:00:43+00:00, 2018-11-06T19:10:01+00:00, Review list and concept of present concerns (include ref to old concerns),
BT30, brushing, 2018-11-06T19:10:05+00:00, 2018-11-06T19:10:06+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-11-06T19:10:07+00:00, 2018-11-06T19:10:12+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-11-06T19:10:14+00:00, 2018-11-06T19:10:15+00:00, Verify did not lose track of items while brushing, UNFINISHED
BT33, brushing, 2018-11-06T19:10:18+00:00, 2018-11-06T19:10:18+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-11-06T19:10:19+00:00, 2018-11-06T19:11:33+00:00, Box put away,
BT60, brushing, 2018-11-06T19:11:35+00:00, 2018-11-06T19:11:36+00:00, Sensory awareness (or Aux), UNFINISHED
BT70, brushing, 2018-11-06T19:11:37+00:00, 2018-11-06T19:11:37+00:00, NVC Practice (or Aux), UNFINISHED
BT80, brushing, 2018-11-06T19:11:38+00:00, 2018-11-06T19:11:39+00:00, Accomplishment Log, UNFINISHED
BT90, brushing, 2018-11-06T19:11:40+00:00, 2018-11-06T19:11:41+00:00, Task (1 hr), UNFINISHED
BT-5, brushing, 2018-11-08T14:00:18+00:00, 2018-11-08T14:00:19+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-11-08T14:00:38+00:00, 2018-11-08T14:04:18+00:00, Information task: 1 min,
BT10, brushing, 2018-11-08T14:04:19+00:00, 2018-11-08T14:04:49+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT40, brushing, 2018-11-08T14:04:50+00:00, 2018-11-08T14:05:10+00:00, Eye lubricant,
BT17, brushing, 2018-11-08T14:05:15+00:00, 2018-11-08T14:06:39+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-11-08T14:06:42+00:00, 2018-11-08T14:06:43+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-11-08T14:06:44+00:00, 2018-11-08T14:14:24+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-11-08T14:14:26+00:00, 2018-11-08T14:14:27+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux), UNFINISHED
BT15, brushing, 2018-11-08T14:14:39+00:00, 2018-11-08T14:16:53+00:00, N2 scheduling etc work: 2 min,
BT19A, brushing, 2018-11-08T14:16:55+00:00, 2018-11-08T14:16:55+00:00, About to brush begin dispenser, UNFINISHED
BT19B, brushing, 2018-11-08T14:16:57+00:00, 2018-11-08T14:17:11+00:00, Finalize lozenge percent,
BT20, brushing, 2018-11-08T14:17:12+00:00, 2018-11-08T14:20:31+00:00, Brush Teeth,
BT25, brushing, 2018-11-08T14:20:35+00:00, 2018-11-08T14:23:19+00:00, Review list and concept of present concerns (include ref to old concerns),
BT30, brushing, 2018-11-08T14:23:22+00:00, 2018-11-08T14:23:24+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-11-08T14:23:46+00:00, 2018-11-08T14:23:46+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-11-08T14:23:49+00:00, 2018-11-08T14:23:49+00:00, Verify did not lose track of items while brushing, UNFINISHED
BT33, brushing, 2018-11-08T14:23:52+00:00, 2018-11-08T14:23:52+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-11-08T14:23:53+00:00, 2018-11-08T14:24:49+00:00, Box put away,
BT60, brushing, 2018-11-08T14:24:51+00:00, 2018-11-08T14:24:51+00:00, Sensory awareness (or Aux), UNFINISHED
BT70, brushing, 2018-11-08T14:24:53+00:00, 2018-11-08T14:24:53+00:00, NVC Practice (or Aux), UNFINISHED
BT80, brushing, 2018-11-08T14:24:55+00:00, 2018-11-08T14:24:56+00:00, Accomplishment Log, UNFINISHED
BT90, brushing, 2018-11-08T14:25:00+00:00, 2018-11-08T14:25:01+00:00, Task (1 hr), UNFINISHED
BT-5, brushing, 2018-11-08T16:58:41+00:00, 2018-11-08T16:58:41+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-11-08T16:58:44+00:00, 2018-11-08T17:01:53+00:00, Information task: 1 min,
BT10, brushing, 2018-11-08T17:01:55+00:00, 2018-11-08T17:09:26+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT40, brushing, 2018-11-08T17:09:27+00:00, 2018-11-08T17:09:46+00:00, Eye lubricant,
BT17, brushing, 2018-11-08T17:09:48+00:00, 2018-11-08T17:11:10+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-11-08T17:11:14+00:00, 2018-11-08T17:11:15+00:00, Have started current routine or no current routine, UNFINISHED
BT19, brushing, 2018-11-08T17:11:17+00:00, 2018-11-08T17:16:32+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-11-08T17:16:35+00:00, 2018-11-08T17:16:36+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux), UNFINISHED
BT15, brushing, 2018-11-08T17:16:38+00:00, 2018-11-08T17:19:22+00:00, N2 scheduling etc work: 2 min,
BT19A, brushing, 2018-11-08T17:19:24+00:00, 2018-11-08T17:19:25+00:00, About to brush begin dispenser, UNFINISHED
BT19B, brushing, 2018-11-08T17:19:27+00:00, 2018-11-08T17:19:49+00:00, Finalize lozenge percent,
BT20, brushing, 2018-11-08T17:19:51+00:00, 2018-11-08T17:22:49+00:00, Brush Teeth,
BT25, brushing, 2018-11-08T17:22:51+00:00, 2018-11-08T17:26:22+00:00, Review list and concept of present concerns (include ref to old concerns),
BT30, brushing, 2018-11-08T17:26:35+00:00, 2018-11-08T17:26:36+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct, UNFINISHED
BT31, brushing, 2018-11-08T17:27:03+00:00, 2018-11-08T17:27:04+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-11-08T17:27:06+00:00, 2018-11-08T17:27:08+00:00, Verify did not lose track of items while brushing, UNFINISHED
BT33, brushing, 2018-11-08T17:27:11+00:00, 2018-11-08T17:27:13+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-11-08T17:27:31+00:00, 2018-11-08T17:27:41+00:00, Box put away,
BT60, brushing, 2018-11-08T17:27:48+00:00, 2018-11-08T17:27:50+00:00, Sensory awareness (or Aux), UNFINISHED
BT70, brushing, 2018-11-08T17:27:53+00:00, 2018-11-08T17:28:48+00:00, NVC Practice (or Aux), UNFINISHED
BT80, brushing, 2018-11-08T17:28:50+00:00, 2018-11-08T17:28:51+00:00, Accomplishment Log, UNFINISHED
BT90, brushing, 2018-11-08T17:28:53+00:00, 2018-11-08T17:28:53+00:00, Task (1 hr), UNFINISHED
BT-5, brushing, 2018-11-09T14:00:54+00:00, 2018-11-09T14:00:55+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-11-09T14:00:57+00:00, 2018-11-09T14:05:13+00:00, Information task: 1 min,
BT10, brushing, 2018-11-09T14:05:14+00:00, 2018-11-09T14:10:28+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT40, brushing, 2018-11-09T14:10:30+00:00, 2018-11-09T14:11:06+00:00, Eye lubricant,
BT17, brushing, 2018-11-09T14:11:07+00:00, 2018-11-09T14:12:57+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-11-09T14:13:03+00:00, 2018-11-09T14:13:04+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-11-09T14:13:06+00:00, 2018-11-09T14:16:51+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-11-09T14:16:56+00:00, 2018-11-09T14:16:58+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux), UNFINISHED
BT15, brushing, 2018-11-09T14:17:00+00:00, 2018-11-09T14:19:14+00:00, N2 scheduling etc work: 2 min,
BT19A, brushing, 2018-11-09T14:19:16+00:00, 2018-11-09T14:19:17+00:00, About to brush begin dispenser, UNFINISHED
BT19B, brushing, 2018-11-09T14:19:23+00:00, 2018-11-09T14:19:41+00:00, Finalize lozenge percent,
BT20, brushing, 2018-11-09T14:19:42+00:00, 2018-11-09T14:22:41+00:00, Brush Teeth,
BT25, brushing, 2018-11-09T14:22:53+00:00, 2018-11-09T14:25:23+00:00, Review list and concept of present concerns (include ref to old concerns),
BT30, brushing, 2018-11-09T14:25:30+00:00, 2018-11-09T14:25:31+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-11-09T14:25:32+00:00, 2018-11-09T14:25:43+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-11-09T14:25:50+00:00, 2018-11-09T14:25:51+00:00, Verify did not lose track of items while brushing,
BT33, brushing, 2018-11-09T14:25:58+00:00, 2018-11-09T14:25:59+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-11-09T14:26:01+00:00, 2018-11-09T14:26:43+00:00, Box put away,
BT60, brushing, 2018-11-09T14:26:45+00:00, 2018-11-09T14:26:46+00:00, Sensory awareness (or Aux), UNFINISHED
BT70, brushing, 2018-11-09T14:26:48+00:00, 2018-11-09T14:26:49+00:00, NVC Practice (or Aux), UNFINISHED
BT80, brushing, 2018-11-09T14:26:52+00:00, 2018-11-09T14:26:53+00:00, Accomplishment Log, UNFINISHED
BT-5, brushing, 2018-11-12T14:40:52+00:00, 2018-11-12T14:40:52+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-11-12T14:40:55+00:00, 2018-11-12T14:42:31+00:00, Information task: 1 min,
BT10, brushing, 2018-11-12T14:42:32+00:00, 2018-11-12T14:43:45+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT40, brushing, 2018-11-12T14:43:47+00:00, 2018-11-12T14:44:08+00:00, Eye lubricant,
BT17, brushing, 2018-11-12T14:44:11+00:00, 2018-11-12T14:45:17+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-11-12T14:45:19+00:00, 2018-11-12T14:45:19+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-11-12T14:45:21+00:00, 2018-11-12T14:49:05+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-11-12T14:49:11+00:00, 2018-11-12T14:49:57+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux), UNFINISHED
BT15, brushing, 2018-11-12T14:51:00+00:00, 2018-11-12T14:53:45+00:00, N2 scheduling etc work: 2 min,
BT19A, brushing, 2018-11-12T14:54:06+00:00, 2018-11-12T15:00:29+00:00, About to brush begin dispenser,
BT19B, brushing, 2018-11-12T15:00:31+00:00, 2018-11-12T15:00:53+00:00, Finalize lozenge percent,
BT20, brushing, 2018-11-12T15:00:58+00:00, 2018-11-12T15:04:22+00:00, Brush Teeth,
BT25, brushing, 2018-11-12T15:04:29+00:00, 2018-11-12T15:11:13+00:00, Review list and concept of present concerns (include ref to old concerns),
BT30, brushing, 2018-11-12T15:11:18+00:00, 2018-11-12T15:11:21+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-11-12T15:11:31+00:00, 2018-11-12T15:12:00+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-11-12T15:12:10+00:00, 2018-11-12T15:12:13+00:00, Verify did not lose track of items while brushing, UNFINISHED
BT33, brushing, 2018-11-12T15:12:19+00:00, 2018-11-12T15:19:26+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-11-12T15:19:28+00:00, 2018-11-12T15:20:26+00:00, Box put away,
BT-5, brushing, 2018-11-12T20:35:34+00:00, 2018-11-12T20:35:34+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-11-12T20:35:37+00:00, 2018-11-12T20:48:27+00:00, Information task: 1 min,
BT10, brushing, 2018-11-12T20:48:32+00:00, 2018-11-12T20:49:17+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT40, brushing, 2018-11-12T20:49:20+00:00, 2018-11-12T20:50:21+00:00, Eye lubricant,
BT18, brushing, 2018-11-12T20:50:44+00:00, 2018-11-12T20:50:45+00:00, Have started current routine or no current routine, UNFINISHED
BT19, brushing, 2018-11-12T20:50:47+00:00, 2018-11-12T20:55:03+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-11-12T20:55:21+00:00, 2018-11-12T20:55:26+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux), UNFINISHED
BT15, brushing, 2018-11-12T20:55:38+00:00, 2018-11-12T21:07:56+00:00, N2 scheduling etc work: 2 min,
BT19A, brushing, 2018-11-12T21:08:05+00:00, 2018-11-12T21:12:38+00:00, About to brush begin dispenser,
BT19B, brushing, 2018-11-12T21:12:40+00:00, 2018-11-12T21:13:09+00:00, Finalize lozenge percent,
BT20, brushing, 2018-11-12T21:13:10+00:00, 2018-11-12T21:16:15+00:00, Brush Teeth,
BT25, brushing, 2018-11-12T21:16:23+00:00, 2018-11-12T21:20:33+00:00, Review list and concept of present concerns (include ref to old concerns),
BT30, brushing, 2018-11-12T21:20:36+00:00, 2018-11-12T21:20:40+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-11-12T21:20:42+00:00, 2018-11-12T21:21:02+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-11-12T21:21:10+00:00, 2018-11-12T21:22:09+00:00, Verify did not lose track of items while brushing,
BT33, brushing, 2018-11-12T21:22:15+00:00, 2018-11-12T21:22:47+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-11-12T21:22:49+00:00, 2018-11-12T21:23:43+00:00, Box put away,
BT60, brushing, 2018-11-12T21:23:46+00:00, 2018-11-12T21:23:50+00:00, Sensory awareness (or Aux), UNFINISHED
BT70, brushing, 2018-11-12T21:23:52+00:00, 2018-11-12T21:23:55+00:00, NVC Practice (or Aux), UNFINISHED
BT80, brushing, 2018-11-12T21:24:23+00:00, 2018-11-12T21:24:25+00:00, Accomplishment Log, UNFINISHED
BT90, brushing, 2018-11-12T21:24:27+00:00, 2018-11-12T21:25:54+00:00, Task (1 hr), UNFINISHED
BT-5, brushing, 2018-11-12T22:04:41+00:00, 2018-11-12T22:04:42+00:00, Verify finished last run of routine, UNFINISHED
BT-5, brushing, 2018-11-13T00:30:01+00:00, 2018-11-13T00:30:01+00:00, Verify finished last run of routine, UNFINISHED
BT-5, brushing, 2018-11-17T12:15:29+00:00, 2018-11-17T12:15:30+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-11-17T12:15:32+00:00, 2018-11-17T12:20:30+00:00, Information task: 1 min,
BT10, brushing, 2018-11-17T12:20:36+00:00, 2018-11-17T12:24:12+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT40, brushing, 2018-11-17T12:24:19+00:00, 2018-11-17T12:25:15+00:00, Eye lubricant,
BT17, brushing, 2018-11-17T12:25:19+00:00, 2018-11-17T12:26:26+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-11-17T12:26:35+00:00, 2018-11-17T12:51:24+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-11-17T12:55:42+00:00, 2018-11-17T12:59:41+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-11-17T12:59:52+00:00, 2018-11-17T13:23:41+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux),
BT15, brushing, 2018-11-17T13:23:44+00:00, 2018-11-17T13:26:58+00:00, N2 scheduling etc work: 2 min,
BT19A, brushing, 2018-11-17T13:27:10+00:00, 2018-11-17T13:36:21+00:00, About to brush begin dispenser,
BT19AB, brushing, 2018-11-17T13:37:21+00:00, 2018-11-17T13:42:27+00:00, If time, work towards exercise routine & finish if not yet today, UNFINISHED
BT19B, brushing, 2018-11-17T13:42:30+00:00, 2018-11-17T13:42:44+00:00, Finalize lozenge percent,
BT20, brushing, 2018-11-17T13:42:45+00:00, 2018-11-17T13:45:41+00:00, Brush Teeth,
BT25, brushing, 2018-11-17T13:45:45+00:00, 2018-11-17T14:00:56+00:00, Review list and concept of present concerns (include ref to old concerns),
BT30, brushing, 2018-11-17T14:01:02+00:00, 2018-11-17T14:01:05+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-11-17T14:01:07+00:00, 2018-11-17T14:01:30+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-11-17T14:01:37+00:00, 2018-11-17T14:01:59+00:00, Verify did not lose track of items while brushing,
BT33, brushing, 2018-11-17T14:02:04+00:00, 2018-11-17T14:02:16+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-11-17T14:02:17+00:00, 2018-11-17T14:02:52+00:00, Box put away,
BT60, brushing, 2018-11-17T14:03:00+00:00, 2018-11-17T14:03:02+00:00, Sensory awareness (or Aux), UNFINISHED
BT70, brushing, 2018-11-17T14:03:04+00:00, 2018-11-17T14:03:05+00:00, NVC Practice (or Aux), UNFINISHED
BT80, brushing, 2018-11-17T14:03:07+00:00, 2018-11-17T14:03:09+00:00, Accomplishment Log, UNFINISHED
BT90, brushing, 2018-11-17T14:03:11+00:00, 2018-11-17T14:03:12+00:00, Task (1 hr), UNFINISHED
BT-5, brushing, 2018-11-17T14:29:46+00:00, 2018-11-17T14:29:49+00:00, Verify finished last run of routine,
BT00, brushing, 2018-11-17T14:29:54+00:00, 2018-11-17T14:31:28+00:00, Information task: 1 min,
BT10, brushing, 2018-11-17T14:31:34+00:00, 2018-11-17T14:34:38+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT40, brushing, 2018-11-17T14:34:40+00:00, 2018-11-17T14:35:02+00:00, Eye lubricant,
BT17, brushing, 2018-11-17T14:35:05+00:00, 2018-11-17T14:36:29+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-11-17T14:36:35+00:00, 2018-11-17T14:36:42+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-11-17T14:36:45+00:00, 2018-11-17T14:39:37+00:00, Measure and dose lozenge percent,
BT13, brushing, 2018-11-17T14:39:45+00:00, 2018-11-17T14:49:20+00:00, Address 1 responsibility; at least communicate with other parties involved (or 2 min EEG if Aux),
BT15, brushing, 2018-11-17T14:49:26+00:00, 2018-11-17T14:51:52+00:00, N2 scheduling etc work: 2 min,
BT19A, brushing, 2018-11-17T14:51:55+00:00, 2018-11-17T14:57:34+00:00, About to brush begin dispenser,
BT19B, brushing, 2018-11-17T14:57:43+00:00, 2018-11-17T14:58:15+00:00, Finalize lozenge percent,
BT20, brushing, 2018-11-17T14:58:16+00:00, 2018-11-17T15:04:17+00:00, Brush Teeth,
BT25, brushing, , 2018-11-17T15:12:01+00:00, Review list and concept of present concerns (include ref to old concerns), finished earlier
